"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","STUDPERTEACHER","TRY","RT","A","2013",21.883,
"CZE","STUDPERTEACHER","TRY","RT","A","2014",22.25,
"CZE","STUDPERTEACHER","TRY","RT","A","2015",23.342,
"CZE","STUDPERTEACHER","TRY","RT","A","2016",18.864,
"CZE","STUDPERTEACHER","TRY","RT","A","2017",18.362,
"CZE","STUDPERTEACHER","TRY","RT","A","2018",15.017,
"CZE","STUDPERTEACHER","TRY","RT","A","2019",16.803,
"CZE","STUDPERTEACHER","TRY","RT","A","2020",16.183,
"CZE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",13.891,
"CZE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",13.666,
"CZE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",13.455,
"CZE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",13.403,
"CZE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",13.168,
"CZE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",13.07,
"CZE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",12.97,
"CZE","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",12.283,
"CZE","STUDPERTEACHER","SRY","RT","A","2013",11.136,
"CZE","STUDPERTEACHER","SRY","RT","A","2014",11.756,
"CZE","STUDPERTEACHER","SRY","RT","A","2015",11.465,
"CZE","STUDPERTEACHER","SRY","RT","A","2016",11.484,
"CZE","STUDPERTEACHER","SRY","RT","A","2017",11.594,
"CZE","STUDPERTEACHER","SRY","RT","A","2018",11.9,
"CZE","STUDPERTEACHER","SRY","RT","A","2019",11.539,
"CZE","STUDPERTEACHER","SRY","RT","A","2020",11.436,
"DNK","STUDPERTEACHER","PRY","RT","A","2014",11.859,
"DNK","STUDPERTEACHER","PRY","RT","A","2015",12.298,
"DNK","STUDPERTEACHER","PRY","RT","A","2016",12.04,
"DNK","STUDPERTEACHER","PRY","RT","A","2017",11.955,
"DNK","STUDPERTEACHER","PRY","RT","A","2018",11.916,
"DNK","STUDPERTEACHER","PRY","RT","A","2019",11.912,
"DNK","STUDPERTEACHER","PRY","RT","A","2020",12.086,
"DNK","STUDPERTEACHER","TRY","RT","A","2014",14.285,
"DNK","STUDPERTEACHER","TRY","RT","A","2015",18.098,
"DNK","STUDPERTEACHER","TRY","RT","A","2016",17.336,
"DNK","STUDPERTEACHER","TRY","RT","A","2017",16.068,
"DNK","STUDPERTEACHER","TRY","RT","A","2018",15.761,
"DNK","STUDPERTEACHER","TRY","RT","A","2019",15.693,
"DNK","STUDPERTEACHER","TRY","RT","A","2020",15.766,
"DNK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",10.384,
"DNK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",7.704,
"DNK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",7.472,
"DNK","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",7.515,
"DNK","STUDPERTEACHER","SRY","RT","A","2014",12.103,
"DNK","STUDPERTEACHER","SRY","RT","A","2015",11.699,
"DNK","STUDPERTEACHER","SRY","RT","A","2016",11.226,
"DNK","STUDPERTEACHER","SRY","RT","A","2017",11.181,
"DNK","STUDPERTEACHER","SRY","RT","A","2018",11.235,
"DNK","STUDPERTEACHER","SRY","RT","A","2019",11.11,
"DNK","STUDPERTEACHER","SRY","RT","A","2020",11.673,
"FIN","STUDPERTEACHER","PRY","RT","A","2013",13.197,
"FIN","STUDPERTEACHER","PRY","RT","A","2014",13.332,
"FIN","STUDPERTEACHER","PRY","RT","A","2015",13.584,
"FIN","STUDPERTEACHER","PRY","RT","A","2016",13.322,
"FIN","STUDPERTEACHER","PRY","RT","A","2017",13.667,
"FIN","STUDPERTEACHER","PRY","RT","A","2018",13.585,
"FIN","STUDPERTEACHER","PRY","RT","A","2019",13.528,
"FIN","STUDPERTEACHER","PRY","RT","A","2020",13.112,
"FIN","STUDPERTEACHER","TRY","RT","A","2013",13.826,
"FIN","STUDPERTEACHER","TRY","RT","A","2014",14.213,
"FIN","STUDPERTEACHER","TRY","RT","A","2015",15.118,
"FIN","STUDPERTEACHER","TRY","RT","A","2016",15.281,
"FIN","STUDPERTEACHER","TRY","RT","A","2017",15.506,
"FIN","STUDPERTEACHER","TRY","RT","A","2018",15.327,
"FIN","STUDPERTEACHER","TRY","RT","A","2019",14.925,
"FIN","STUDPERTEACHER","TRY","RT","A","2020",14.418,
"FIN","STUDPERTEACHER","SRY","RT","A","2013",12.707,
"FIN","STUDPERTEACHER","SRY","RT","A","2014",12.758,
"FIN","STUDPERTEACHER","SRY","RT","A","2015",12.907,
"FIN","STUDPERTEACHER","SRY","RT","A","2016",13.241,
"FIN","STUDPERTEACHER","SRY","RT","A","2017",13.58,
"FIN","STUDPERTEACHER","SRY","RT","A","2018",13.768,
"FIN","STUDPERTEACHER","SRY","RT","A","2019",12.916,
"FIN","STUDPERTEACHER","SRY","RT","A","2020",12.627,
"FRA","STUDPERTEACHER","PRY","RT","A","2010",19.261,
"FRA","STUDPERTEACHER","PRY","RT","A","2011",19.062,
"FRA","STUDPERTEACHER","PRY","RT","A","2012",19.453,
"FRA","STUDPERTEACHER","PRY","RT","A","2013",19.684,
"FRA","STUDPERTEACHER","PRY","RT","A","2014",19.641,
"FRA","STUDPERTEACHER","PRY","RT","A","2015",19.693,
"FRA","STUDPERTEACHER","PRY","RT","A","2016",19.627,
"FRA","STUDPERTEACHER","PRY","RT","A","2017",19.397,
"FRA","STUDPERTEACHER","PRY","RT","A","2018",19.084,
"FRA","STUDPERTEACHER","PRY","RT","A","2019",18.659,
"FRA","STUDPERTEACHER","PRY","RT","A","2020",18.42,
"FRA","STUDPERTEACHER","TRY","RT","A","2010",15.215,
"FRA","STUDPERTEACHER","TRY","RT","A","2011",14.444,
"FRA","STUDPERTEACHER","TRY","RT","A","2012",14.755,
"FRA","STUDPERTEACHER","TRY","RT","A","2013",15.43,
"FRA","STUDPERTEACHER","TRY","RT","A","2014",15.738,
"FRA","STUDPERTEACHER","TRY","RT","A","2015",16.111,
"FRA","STUDPERTEACHER","TRY","RT","A","2016",16.288,
"FRA","STUDPERTEACHER","TRY","RT","A","2017",16.179,
"FRA","STUDPERTEACHER","TRY","RT","A","2018",16.313,
"FRA","STUDPERTEACHER","TRY","RT","A","2019",16.483,
"FRA","STUDPERTEACHER","TRY","RT","A","2020",16.656,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2010",23.903,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2011",23.728,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2012",24.318,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",24.181,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",24.116,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",24.113,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",23.931,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",23.638,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",23.458,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",23.29,
"FRA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",23.155,
"FRA","STUDPERTEACHER","SRY","RT","A","2010",12.37,
"FRA","STUDPERTEACHER","SRY","RT","A","2011",12.465,
"FRA","STUDPERTEACHER","SRY","RT","A","2012",12.734,
"FRA","STUDPERTEACHER","SRY","RT","A","2013",12.893,
"FRA","STUDPERTEACHER","SRY","RT","A","2014",12.9,
"FRA","STUDPERTEACHER","SRY","RT","A","2015",12.915,
"FRA","STUDPERTEACHER","SRY","RT","A","2016",12.96,
"FRA","STUDPERTEACHER","SRY","RT","A","2017",12.939,
"FRA","STUDPERTEACHER","SRY","RT","A","2018",12.917,
"FRA","STUDPERTEACHER","SRY","RT","A","2019",12.928,
"FRA","STUDPERTEACHER","SRY","RT","A","2020",13.074,
"DEU","STUDPERTEACHER","PRY","RT","A","2013",15.62,
"DEU","STUDPERTEACHER","PRY","RT","A","2014",15.44,
"DEU","STUDPERTEACHER","PRY","RT","A","2015",15.447,
"DEU","STUDPERTEACHER","PRY","RT","A","2016",15.322,
"DEU","STUDPERTEACHER","PRY","RT","A","2017",15.396,
"DEU","STUDPERTEACHER","PRY","RT","A","2018",15.265,
"DEU","STUDPERTEACHER","PRY","RT","A","2019",15.059,
"DEU","STUDPERTEACHER","PRY","RT","A","2020",14.863,
"DEU","STUDPERTEACHER","TRY","RT","A","2013",11.693,
"DEU","STUDPERTEACHER","TRY","RT","A","2014",11.817,
"DEU","STUDPERTEACHER","TRY","RT","A","2015",11.965,
"DEU","STUDPERTEACHER","TRY","RT","A","2016",12.089,
"DEU","STUDPERTEACHER","TRY","RT","A","2017",12.092,
"DEU","STUDPERTEACHER","TRY","RT","A","2018",11.972,
"DEU","STUDPERTEACHER","TRY","RT","A","2019",11.903,
"DEU","STUDPERTEACHER","TRY","RT","A","2020",11.702,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2005",11.333,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2010",9.478,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2011",9.147,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2012",8.657,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",8.335,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",8.054,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",7.83,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",7.761,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",7.617,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",7.479,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",7.446,
"DEU","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",7.365,
"DEU","STUDPERTEACHER","SRY","RT","A","2013",13.494,
"DEU","STUDPERTEACHER","SRY","RT","A","2014",13.289,
"DEU","STUDPERTEACHER","SRY","RT","A","2015",13.181,
"DEU","STUDPERTEACHER","SRY","RT","A","2016",13.103,
"DEU","STUDPERTEACHER","SRY","RT","A","2017",13.017,
"DEU","STUDPERTEACHER","SRY","RT","A","2018",12.893,
"DEU","STUDPERTEACHER","SRY","RT","A","2019",12.758,
"DEU","STUDPERTEACHER","SRY","RT","A","2020",12.643,
"GRC","STUDPERTEACHER","PRY","RT","A","2013",9.493,
"GRC","STUDPERTEACHER","PRY","RT","A","2014",9.448,
"GRC","STUDPERTEACHER","PRY","RT","A","2018",9.219,
"GRC","STUDPERTEACHER","PRY","RT","A","2019",8.669,
"GRC","STUDPERTEACHER","PRY","RT","A","2020",8.369,
"GRC","STUDPERTEACHER","TRY","RT","A","2014",44.517,
"GRC","STUDPERTEACHER","SRY","RT","A","2013",7.715,
"GRC","STUDPERTEACHER","SRY","RT","A","2018",8.633,
"GRC","STUDPERTEACHER","SRY","RT","A","2019",8.802,
"GRC","STUDPERTEACHER","SRY","RT","A","2020",8.542,
"HUN","STUDPERTEACHER","PRY","RT","A","2013",10.631,
"HUN","STUDPERTEACHER","PRY","RT","A","2014",11.46,
"HUN","STUDPERTEACHER","PRY","RT","A","2015",11.235,
"HUN","STUDPERTEACHER","PRY","RT","A","2016",11.015,
"HUN","STUDPERTEACHER","PRY","RT","A","2017",10.8,
"HUN","STUDPERTEACHER","PRY","RT","A","2018",10.176,
"HUN","STUDPERTEACHER","PRY","RT","A","2019",10.006,
"HUN","STUDPERTEACHER","PRY","RT","A","2020",9.956,
"HUN","STUDPERTEACHER","TRY","RT","A","2013",14.842,
"HUN","STUDPERTEACHER","TRY","RT","A","2014",15.094,
"HUN","STUDPERTEACHER","TRY","RT","A","2015",14.589,
"HUN","STUDPERTEACHER","TRY","RT","A","2016",13.662,
"HUN","STUDPERTEACHER","TRY","RT","A","2017",12.083,
"HUN","STUDPERTEACHER","TRY","RT","A","2018",11.539,
"HUN","STUDPERTEACHER","TRY","RT","A","2019",11.43,
"HUN","STUDPERTEACHER","TRY","RT","A","2020",11.293,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",12.438,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",12.328,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",12.234,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",12.42,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",12.691,
"HUN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",13.011,
"HUN","STUDPERTEACHER","SRY","RT","A","2013",11.256,
"HUN","STUDPERTEACHER","SRY","RT","A","2014",11.706,
"HUN","STUDPERTEACHER","SRY","RT","A","2015",11.034,
"HUN","STUDPERTEACHER","SRY","RT","A","2016",10.707,
"HUN","STUDPERTEACHER","SRY","RT","A","2017",10.937,
"HUN","STUDPERTEACHER","SRY","RT","A","2018",11.416,
"HUN","STUDPERTEACHER","SRY","RT","A","2019",11.373,
"HUN","STUDPERTEACHER","SRY","RT","A","2020",11.475,
"ISL","STUDPERTEACHER","PRY","RT","A","2013",10.433,
"ISL","STUDPERTEACHER","PRY","RT","A","2014",10.838,
"ISL","STUDPERTEACHER","PRY","RT","A","2015",10.742,
"ISL","STUDPERTEACHER","PRY","RT","A","2016",10.845,
"ISL","STUDPERTEACHER","PRY","RT","A","2017",11.068,
"ISL","STUDPERTEACHER","PRY","RT","A","2018",11.016,
"ISL","STUDPERTEACHER","PRY","RT","A","2019",10.684,
"ISL","STUDPERTEACHER","PRY","RT","A","2020",10.456,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",4.699,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",4.608,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",4.479,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",4.347,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",4.346,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",4.208,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",4.053,
"ISL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",3.86,
"IRL","STUDPERTEACHER","PRY","RT","A","2017",15.653,
"IRL","STUDPERTEACHER","PRY","RT","A","2018",15.254,
"IRL","STUDPERTEACHER","PRY","RT","A","2019",15.136,
"IRL","STUDPERTEACHER","PRY","RT","A","2020",14.936,
"IRL","STUDPERTEACHER","TRY","RT","A","2017",20.635,
"IRL","STUDPERTEACHER","TRY","RT","A","2018",20.367,
"IRL","STUDPERTEACHER","TRY","RT","A","2019",23.372,
"IRL","STUDPERTEACHER","TRY","RT","A","2020",22.378,
"IRL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",4.21,
"IRL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",3.962,
"IRL","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",3.973,
"ITA","STUDPERTEACHER","PRY","RT","A","2013",12.346,
"ITA","STUDPERTEACHER","PRY","RT","A","2014",12.382,
"ITA","STUDPERTEACHER","PRY","RT","A","2015",12.357,
"ITA","STUDPERTEACHER","PRY","RT","A","2016",11.434,
"ITA","STUDPERTEACHER","PRY","RT","A","2017",11.653,
"ITA","STUDPERTEACHER","PRY","RT","A","2018",11.527,
"ITA","STUDPERTEACHER","PRY","RT","A","2019",11.439,
"ITA","STUDPERTEACHER","PRY","RT","A","2020",11.187,
"ITA","STUDPERTEACHER","TRY","RT","A","2013",19.017,
"ITA","STUDPERTEACHER","TRY","RT","A","2014",18.846,
"ITA","STUDPERTEACHER","TRY","RT","A","2015",20.2,
"ITA","STUDPERTEACHER","TRY","RT","A","2016",20.207,
"ITA","STUDPERTEACHER","TRY","RT","A","2017",20.014,
"ITA","STUDPERTEACHER","TRY","RT","A","2018",20.308,
"ITA","STUDPERTEACHER","TRY","RT","A","2019",20.212,
"ITA","STUDPERTEACHER","TRY","RT","A","2020",20.824,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",13.516,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",13.32,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",13.198,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",12.856,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",12.435,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",12.208,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",11.961,
"ITA","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",11.815,
"ITA","STUDPERTEACHER","SRY","RT","A","2013",12.189,
"ITA","STUDPERTEACHER","SRY","RT","A","2014",12.135,
"ITA","STUDPERTEACHER","SRY","RT","A","2015",12.083,
"ITA","STUDPERTEACHER","SRY","RT","A","2016",10.586,
"ITA","STUDPERTEACHER","SRY","RT","A","2017",10.58,
"ITA","STUDPERTEACHER","SRY","RT","A","2018",10.598,
"ITA","STUDPERTEACHER","SRY","RT","A","2019",10.532,
"ITA","STUDPERTEACHER","SRY","RT","A","2020",10.397,
"JPN","STUDPERTEACHER","PRY","RT","A","2013",17.402,
"JPN","STUDPERTEACHER","PRY","RT","A","2014",17.143,
"JPN","STUDPERTEACHER","PRY","RT","A","2015",16.906,
"JPN","STUDPERTEACHER","PRY","RT","A","2016",16.635,
"JPN","STUDPERTEACHER","PRY","RT","A","2017",16.427,
"JPN","STUDPERTEACHER","PRY","RT","A","2018",16.174,
"JPN","STUDPERTEACHER","PRY","RT","A","2019",15.904,
"JPN","STUDPERTEACHER","PRY","RT","A","2020",15.619,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",15.408,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",15.111,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",14.791,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",14.556,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",14.515,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",14.044,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",13.614,
"JPN","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",13.214,
"JPN","STUDPERTEACHER","SRY","RT","A","2013",12.72,
"JPN","STUDPERTEACHER","SRY","RT","A","2014",12.771,
"JPN","STUDPERTEACHER","SRY","RT","A","2015",12.715,
"JPN","STUDPERTEACHER","SRY","RT","A","2016",12.545,
"JPN","STUDPERTEACHER","SRY","RT","A","2017",12.447,
"JPN","STUDPERTEACHER","SRY","RT","A","2018",12.3,
"JPN","STUDPERTEACHER","SRY","RT","A","2019",12.154,
"JPN","STUDPERTEACHER","SRY","RT","A","2020",12.02,
"KOR","STUDPERTEACHER","PRY","RT","A","2013",17.306,
"KOR","STUDPERTEACHER","PRY","RT","A","2014",16.862,
"KOR","STUDPERTEACHER","PRY","RT","A","2015",16.787,
"KOR","STUDPERTEACHER","PRY","RT","A","2016",16.466,
"KOR","STUDPERTEACHER","PRY","RT","A","2017",16.421,
"KOR","STUDPERTEACHER","PRY","RT","A","2018",16.506,
"KOR","STUDPERTEACHER","PRY","RT","A","2019",16.615,
"KOR","STUDPERTEACHER","PRY","RT","A","2020",16.305,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2010",9.77,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2011",9.557,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2012",9.44,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",8.92,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2014",8.752,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2015",8.679,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2016",8.633,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2017",8.597,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2018",8.481,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2019",8.419,
"KOR","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2020",8.319,
"KOR","STUDPERTEACHER","SRY","RT","A","2013",16.177,
"KOR","STUDPERTEACHER","SRY","RT","A","2014",15.458,
"KOR","STUDPERTEACHER","SRY","RT","A","2015",14.791,
"KOR","STUDPERTEACHER","SRY","RT","A","2016",14.157,
"KOR","STUDPERTEACHER","SRY","RT","A","2017",13.544,
"KOR","STUDPERTEACHER","SRY","RT","A","2018",12.783,
"KOR","STUDPERTEACHER","SRY","RT","A","2019",12.104,
"KOR","STUDPERTEACHER","SRY","RT","A","2020",11.894,
"LUX","STUDPERTEACHER","PRY","RT","A","2013",8.819,
"LUX","STUDPERTEACHER","PRY","RT","A","2014",8.944,
"LUX","STUDPERTEACHER","PRY","RT","A","2015",10.74,
"LUX","STUDPERTEACHER","PRY","RT","A","2016",10.52,
"LUX","STUDPERTEACHER","PRY","RT","A","2017",9.01,
"LUX","STUDPERTEACHER","PRY","RT","A","2018",9.049,
"LUX","STUDPERTEACHER","PRY","RT","A","2019",8.966,
"LUX","STUDPERTEACHER","PRY","RT","A","2020",8.917,
"LUX","STUDPERTEACHER","TRY","RT","A","2015",8.233,
"LUX","STUDPERTEACHER","TRY","RT","A","2016",7.557,
"LUX","STUDPERTEACHER","TRY","RT","A","2017",7.246,
"LUX","STUDPERTEACHER","TRY","RT","A","2018",4.355,
"LUX","STUDPERTEACHER","TRY","RT","A","2019",4.949,
"LUX","STUDPERTEACHER","TRY","RT","A","2020",4.814,
"LUX","STUDPERTEACHER","EARLYCHILDEDU","RT","A","2013",10.855,
