"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2010",3.456,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2011",3.48,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2012",3.635,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",3.866,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",4.21,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",4.645,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",5.036,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",5.18,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",5.212,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",5.189,
"USA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",5.105,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2005",3.392,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2010",4.605,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2011",4.809,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2012",5.295,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",6.189,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",6.638,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",6.775,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",7.141,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",7.464,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",7.791,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",7.79,
"OEU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",8.165,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2010",0.224,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2011",0.208,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2012",0.21,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",0.219,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",0.239,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",0.241,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",0.24,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",0.241,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",0.242,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",0.246,
"BRA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",0.249,
"CHL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",0.256,
"CHL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",0.269,
"CHL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",0.312,
"CHL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",0.369,
"CHL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",0.38,
"CHL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",0.453,
"CHL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",0.819,
"CHL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",1.057,
"COL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",0.174,
"COL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",0.188,
"COL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",0.164,
"COL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",0.186,
"COL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",0.198,
"COL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",0.219,
"COL","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",0.215,
"CRI","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",1.293,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2005",1.305,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2010",1.783,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2011",2.069,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2012",2.327,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",2.895,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",3.717,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",5.229,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",6.866,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",8.258,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",9.593,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",11.087,
"EST","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",12.301,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2010",0.8,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2011",1.079,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2012",1.188,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",2.759,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",2.778,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",2.749,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",2.884,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",2.915,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",2.985,
"ISR","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",3.439,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2005",1.283,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2010",1.564,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2011",1.906,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2012",2.799,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",3.71,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",4.993,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",6.119,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",7.671,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",7.393,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",9.269,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",10.429,
"LVA","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",12.78,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2005",0.439,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2010",1.476,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2011",1.605,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2012",1.792,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",2.452,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",3.038,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",3.538,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",4.113,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",4.613,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",5.326,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",5.992,
"LTU","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",6.161,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2005",0.969,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2010",1.684,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2011",1.844,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2012",2.266,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",2.615,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",2.728,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",2.749,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",3.311,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",3.884,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",4.469,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",6.673,
"SVN","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",7.786,
"OAVG","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2013",7.695,
"OAVG","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2014",7.89,
"OAVG","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2015",8.14,
"OAVG","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2016",8.735,
"OAVG","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2017",8.909,
"OAVG","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2018",9.565,
"OAVG","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2019",10.093,
"OAVG","STUMOBILITY","TRY_INFLOW","PC_STUD_ENRL","A","2020",10.122,
